省庁名,会計名,分類種類名,部局名,口座名,登記上の表示,住居表示,口座別合計価格　（円）,土地用途,土地合計数量　（u）,土地合計価格　（円）,土地取得年月日,土地取得事由,都市計画区域,用途地域,建ぺい率,容積率,法定容積率に対する利用率,建物用途,棟数,建物合計数量（建）　（u）,建物合計数量（延）　（u）,建物合計価格　（円）,宿舎戸数,主要建物用途,構造,階数,主要建物数量（建）　（u）,主要建物数量（延）　（u）,主要建物価格　（円）　,主要建物取得年月日,主要建物取得事由,立木竹価格　（円）,工作物価格　（円）,船舶数量,船舶価格　（円）,航空機数量,航空機価格　（円）,地上権等数量,地上権等価格　（円）,特許権等数量,特許権等価格　（円）
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,白島国家石油備蓄基地本土側管理施設,福岡県北九州市若松区響町一丁目１０８番地,福岡県北九州市若松区響町１−１０８,"771,228,304",庁舎等,"15,000.16","209,189,230",2007.4.1,所属替,市街化区域,工業専用地域,60,200,10,事務庁舎　外,3,"1,749.50","3,100.35","494,375,836",0,本土側事務所,ＳＲＣ,3,878.85,"1,525.47","313,771,643",2007.4.1,所属替,0,"67,663,238",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,白島国家石油備蓄基地安瀬施設,福岡県北九州市若松区響町一丁目１０８番地先,福岡県北九州市若松区響町１−１０８番地先,"239,356,064",,0,0,,,,,,,,事務庁舎　外,2,466.05,466.05,"70,413,059",0,詰所・待合所,Ｓ,1,411.89,411.89,"68,357,784",2007.4.1,所属替,0,"168,943,005",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,上五島国家石油備蓄基地,長崎県南松浦郡新上五島町続浜ノ浦郷字折島８１８番地４１１,長崎県南松浦郡新上五島町続浜ノ浦郷字折島８１８−４１１,"30,351,753,562",庁舎等,"464,492.93","742,680,803",2007.4.1,所属替,都市計画区域外,都市計画用途地域指定なし,,,,事務庁舎　外,26,"5,675.89","8,394.99","799,093,507",0,管理棟,ＲＣ,1,709.65,709.65,"312,944,726",2007.4.1,所属替,"5,031,172","28,804,948,080",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,上五島国家石油備蓄基地青方住宅,長崎県南松浦郡新上五島町青方郷字川向１４５２番地３,長崎県南松浦郡新上五島町青方郷字川向１４５２−３,"206,664,385",庁舎等,"3,958.35","56,234,299",2007.4.1,所属替,非線引,都市計画用途地域指定なし,70,200,31,事務庁舎　外,5,686.47,"2,492.71","148,200,354",0,世帯用住宅Ａ棟,ＲＣ,4,335.47,"1,238.59","73,877,984",2007.4.1,所属替,0,"2,229,732",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,上五島国家石油備蓄基地相河住宅,長崎県南松浦郡新上五島町相河郷字墓ノ上１０４４番地６,長崎県南松浦郡新上五島町相河郷字墓ノ上１０４４−６,"138,333,241",庁舎等,"3,797.68","36,000,132",2007.4.1,所属替,非線引,都市計画用途地域指定なし,70,200,12,事務庁舎　外,7,595.12,952.62,"81,302,681",0,単身用住宅Ａ棟,ＲＣ,3,178.75,536.25,"43,200,626",2007.4.1,所属替,0,"21,030,428",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,串木野国家石油備蓄基地,鹿児島県いちき串木野市西薩町１番地,鹿児島県いちき串木野市西薩町１番地,"18,211,318,434",庁舎等,"50,777.95","470,854,232",2007.4.1,所属替,非線引,都市計画用途地域指定なし,70,400,2,事務庁舎　外,16,"3,460.62","4,718.16","391,087,519",0,総合管理事務所,ＲＣ,3,"1,030.32","2,287.86","207,578,503",2007.4.1,所属替,0,"17,349,376,683",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,串木野国家石油備蓄基地北坑口,鹿児島県いちき串木野市荒川字落シ３７２１番４,鹿児島県いちき串木野市荒川字落シ３７２１−４,"3,663,926",庁舎等,"1,526.36","3,663,926",2007.4.1,所属替,都市計画区域外,都市計画用途地域指定なし,,,,,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,串木野国家石油備蓄基地南坑口,鹿児島県いちき串木野市下名字都尻１７４９３番１,鹿児島県いちき串木野市下名字都尻１７４９３−１,"418,460",庁舎等,244,"418,460",2007.4.1,所属替,都市計画区域外,都市計画用途地域指定なし,,,,,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,串木野国家石油備蓄基地ちかび展示館,鹿児島県いちき串木野市下名字半ヶ迫２１８０３番地,鹿児島県いちき串木野市下名字半ヶ迫２１８０３番地,"54,819,003",庁舎等,"2,086.00","2,447,060",2007.4.1,所属替,都市計画区域外,都市計画用途地域指定なし,,,,事務庁舎　外,1,88.79,155.87,"45,389,410",0,展示館,Ｓ,2,88.79,155.87,"45,389,410",2007.4.1,所属替,0,"6,982,533",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,串木野国家石油備蓄基地西塩田町住宅,鹿児島県いちき串木野市西塩田町１６６番地,鹿児島県いちき串木野市西塩田町１６６番地,"493,002,319",庁舎等,"5,326.15","203,437,624",2007.4.1,所属替,非線引,第一種住居地域,60,200,34,事務庁舎　外,4,"1,630.21","3,679.41","273,418,563",0,研修所,ＲＣ,3,"1,125.60","2,395.86","169,944,439",2007.4.1,所属替,0,"16,146,132",0,0,0,0,0,0,0,0
