省庁名,部局所名,会計名,分類種類名,法人名,所在地,勘定名１,政府出資現在額１　（円）,勘定名２,政府出資現在額２　（円）,勘定名３,政府出資現在額３　（円）,勘定名４,政府出資現在額４　（円）,勘定名５,政府出資現在額５　（円）,勘定名６,政府出資現在額６　（円）,合計額　（円）,注釈
財務省,理財局,一般会計,普通財産,国立大学法人　名古屋大学,東京都千代田区霞が関３−１−１,,"132,158,756,368",,,,,,,,,,,"132,158,756,368",
財務省,理財局,一般会計,普通財産,国立大学法人　愛知教育大学,東京都千代田区霞が関３−１−１,,"43,162,925,433",,,,,,,,,,,"43,162,925,433",
財務省,理財局,一般会計,普通財産,国立大学法人　名古屋工業大学,東京都千代田区霞が関３−１−１,,"28,493,072,939",,,,,,,,,,,"28,493,072,939",
財務省,理財局,一般会計,普通財産,国立大学法人　豊橋技術科学大学,東京都千代田区霞が関３−１−１,,"17,175,417,034",,,,,,,,,,,"17,175,417,034",
財務省,理財局,一般会計,普通財産,国立大学法人　三重大学,東京都千代田区霞が関３−１−１,,"31,620,885,718",,,,,,,,,,,"31,620,885,718",
財務省,理財局,一般会計,普通財産,国立大学法人　滋賀大学,東京都千代田区霞が関３−１−１,,"18,108,931,729",,,,,,,,,,,"18,108,931,729",
財務省,理財局,一般会計,普通財産,国立大学法人　滋賀医科大学,東京都千代田区霞が関３−１−１,,"18,594,617,642",,,,,,,,,,,"18,594,617,642",
財務省,理財局,一般会計,普通財産,国立大学法人　京都大学,東京都千代田区霞が関３−１−１,,"333,686,875,508",,,,,,,,,,,"333,686,875,508",
財務省,理財局,一般会計,普通財産,国立大学法人　京都教育大学,東京都千代田区霞が関３−１−１,,"34,985,321,536",,,,,,,,,,,"34,985,321,536",
財務省,理財局,一般会計,普通財産,国立大学法人　京都工芸繊維大学,東京都千代田区霞が関３−１−１,,"29,996,290,106",,,,,,,,,,,"29,996,290,106",
財務省,理財局,一般会計,普通財産,国立大学法人　大阪大学,東京都千代田区霞が関３−１−１,,"348,025,764,303",,,,,,,,,,,"348,025,764,303",
財務省,理財局,一般会計,普通財産,国立大学法人　大阪教育大学,東京都千代田区霞が関３−１−１,,"68,731,315,415",,,,,,,,,,,"68,731,315,415",
財務省,理財局,一般会計,普通財産,国立大学法人　兵庫教育大学,東京都千代田区霞が関３−１−１,,"10,704,935,814",,,,,,,,,,,"10,704,935,814",
