省庁名,部局名,部局所名,会計名,分類種類名,用途施設名称,所在地,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,建物数量（建）　（u）,建物数量（延）　（u）,建物価格　（円）,立木竹価格　（円）,工作物価格　（円）,不動産の信託受益権価格　（円）,地上権等数量,地上権等価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
財務省,九州財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,熊本県熊本市東区若葉３丁目２３番３　外１筆,"111,979,058","1,448.25","88,954,411",541.89,"1,751.89","22,492,991",0,"531,656",0,0,0,市街化区域,第二種住居地域,60,200
財務省,福岡財務支局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県福岡市中央区大手門２丁目１２８番２,"410,218,057","1,381.48","402,640,634",149.72,469.4,"7,577,407",0,16,0,0,0,市街化区域,商業地域,80,400
財務省,福岡財務支局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県福岡市博多区相生町２丁目２６番１,"166,341,420","1,824.06","140,963,356",460.72,"1,332.20","24,797,837",0,"580,227",0,0,0,市街化区域,第一種住居地域 外,60,200
財務省,福岡財務支局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県福岡市中央区大濠２丁目７区５７番,"448,364,561","1,199.25","446,944,884",214.1,280.22,2,"723,692","695,983",0,0,0,市街化区域,第一種住居地域,60,200
財務省,福岡財務支局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県福岡市早良区百道２丁目８０７番１８５,"174,753,263",765.37,"137,307,378",211.2,608.71,"34,627,014",0,"2,818,871",0,0,0,市街化区域,第二種住居地域,60,200
財務省,福岡財務支局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県福岡市早良区室見５丁目５番１９,"111,347,411",772.58,"110,954,849",252.18,701.44,4,0,"392,558",0,0,0,市街化区域,第一種住居地域 外,60,200
財務省,福岡財務支局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県福岡市中央区小笹１丁目１７区１１６番１５,"125,902,506","1,293.95","106,067,669",285.22,992.71,"19,436,065","185,633","213,139",0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,福岡財務支局,本局小倉出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧庁舎敷地,福岡県北九州市小倉北区城内４６番１１外１筆,"450,340,893","2,949.96","450,340,893",0,0,0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,福岡財務支局,本局小倉出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県北九州市小倉北区堺町２−９５−４,"60,216,132",584.39,"51,662,997",205.55,514.62,"7,670,200",0,"882,935",0,0,0,市街化区域,商業地域,80,600
財務省,福岡財務支局,本局小倉出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県北九州市小倉北区篠崎四丁目１５４６番１２５,"40,400,288",946.26,"34,036,972",138.25,473.55,"6,319,006","11,259","33,051",0,0,0,市街化区域,第一種住居地域,60,200
財務省,福岡財務支局,本局小倉出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧宿舎及び敷地,福岡県北九州市小倉北区鋳物師町９５番１０外４筆,"449,713,376","9,563.93","410,445,619","1,201.78","4,453.75","38,355,332","63,933","848,492",0,0,0,市街化区域,準工業地域,60,200
財務省,福岡財務支局,佐賀財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧庁舎敷地,佐賀県唐津市西唐津三丁目６８５２番,"25,316,159",899.81,"25,316,154",0,0,0,0,5,0,0,0,非線引,第一種住居地域,60,200
財務省,福岡財務支局,長崎財務事務所（壱岐・対馬分）,財政投融資特別会計（特定国有財産整備勘定）,普通財産,旧庁舎敷地,長崎県対馬市厳原町西里字影平１８—２,"23,169,252",732.71,"23,169,249",0,0,0,0,3,0,0,0,非線引,都市計画用途地域指定なし,70,200
財務省,沖縄総合事務局,財務部,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,沖縄県浦添市牧港４—５—１０,"135,306,716","1,939.14","102,758,906",463.76,"1,328.72","30,177,351",0,"2,370,459",0,0,0,市街化区域,準工業地域,60,200
財務省,沖縄総合事務局,財務部,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,沖縄県那覇市西３−１５−３３,"115,684,131","1,647.55","100,275,495",325.6,687.94,"14,924,486",0,"484,150",0,0,0,市街化区域,第二種住居地域,60,200
財務省,沖縄総合事務局,財務部,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,沖縄県那覇市松川２—２８０—９,"72,926,940",913.71,"63,876,552",111.19,326.27,"9,050,375",0,13,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
